"id","title","level","programmeType","institution","city","credits","duration","topics","description","officialProgrammeUrl","sourceUrl","intake2027Status","intake2027Label","intake2027Note","availabilitySourceUrl","lastChecked"
"copenhagen-business-school-cbs:frederiksberg-campus:executive-mba-in-shipping-and-logistics-the-blue","Executive MBA in Shipping and Logistics (The Blue MBA)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","Two years of part-time study","business-management","Programme description: Recognised as the best part-time Executive MBA in Shipping and Logistics in the world, the Executive MBA in Shipping & Logistics from Copenhagen Business School (The Blue MBA) is a unique MBA giving high-potential…","https://efteruddannelse.cbs.dk/en/mba/programmes/executive-mba-in-shipping-and-logistics","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/executive-mba-in-shipping-and-logistics-the-blue","","","","","2026-08-02"
"via-university-college:campus-herning:fashion-design-top-up-2027","Fashion Design — Design & Business","bachelor","top-up-bachelor","VIA University College","Herning","90 ECTS","1 year 6 months","design-architecture-arts | business-management","Anglický Top-up program pro absolventy kompatibilního AP degree, kteří chtějí získat profesní bakalářský titul v módním designu.","https://en.via.dk/programmes/bachelor/design-and-business-bachelor-top-up","https://studyindenmark.dk/portal/via-university-college/campus-herning/fashion-design-design-business-top-up-degree","confirmed-2027","Poslední nástup: srpen 2027","Vyžaduje kompatibilní AP degree nebo srovnatelné předchozí vzdělání. Současná 1,5letá varianta po tomto nástupu končí.","https://en.via.dk/programmes/bachelor/design-and-business-bachelor-top-up/political-reform","2026-08-02"
"via-university-college:campus-herning:fashion-design-ap-2027","Fashion Design — Design, Technology & Business","bachelor","ap-degree","VIA University College","Herning","120 ECTS","2 years","design-architecture-arts | business-management","Dvouletý AP program v angličtině zaměřený na módní design, materiály, konstrukci oděvu a práci s lifestyle průmyslem.","https://en.via.dk/programmes/bachelor/design-technology-and-business-ap-degree","https://studyindenmark.dk/portal/via-university-college/campus-herning/fashion-design-design-technology-business-ap","confirmed-2027","Nástup 2027/28 potvrzen","VIA výslovně uvádí, že tento AP program pokračuje i v létě 2027. Přesné datum a deadline ověř před podáním přihlášky.","https://en.via.dk/programmes/bachelor/design-and-business-bachelor-top-up/political-reform","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:fashion-clothing-textiles","Fashion, Clothing & Textiles","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","design-architecture-arts | society-politics","Description MA Fashion, Clothing & Textiles; New Landscapes for Change has an international profile founded in a unique combination of artistic development, professional practice and academic research.…","https://royaldanishacademy.com/programme/fashion-design-0","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/fashion-clothing-textiles","","","","","2026-08-02"
"danish-national-academy-of-music:esbjerg:film-composition","Film Composition","master","master","Danish National Academy of Music","Esbjerg","","2 years","design-architecture-arts","The master’s programme in film composition represents a unique opportunity to develop the necessary skills to compose and edit music for films, TV and video.…","https://www.sdmk.dk/en/studies/study-programmes/film-composition","https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/film-composition","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:finance-and-investments-msc","Finance and Investments (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management","Description Through this programme you will develop a deep understanding of the structure and workings of financial markets and financial institutions.…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-economics-and-business-administration-finance-and","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/finance-and-investments-msc","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:finance-and-strategic-management-msc","Finance and Strategic Management (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management","Description Through an understanding of the financial tools, economic organisation and strategic processes of a company, you will learn to provide support for internal decision making, and evaluate the potential risks and outcomes of these…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-economics-and-business-administration-finance-and-strategic","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/finance-and-strategic-management-msc","","","","","2026-08-02"
"aalborg-university-aau:aalborg:finance-specialisation-of-economics-and-business","Finance, Specialisation of Economics and Business Administration","master","master","Aalborg University (AAU)","Aalborg","","2 years","business-management","Description The MSc programme in Finance at Aalborg University Business School (AAUBS) helps to develop a coherent understanding of the functioning of financial markets as well as the functioning of firms’ financing.…","https://www.en.aau.dk/education/master/economics-and-business-administration/finance","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/finance-specialisation-of-economics-and-business","","","","","2026-08-02"
"aalborg-university-aau:esbjerg:fluids-and-process-systems-sustainable-energy","Fluids and Process Systems (Sustainable Energy Engineering)","master","master","Aalborg University (AAU)","Esbjerg","","2 years","engineering-technology | sustainability-climate","Description The MSc specialisation in Fluids and Process Systems primarily focuses on advanced competences in sustainable energy systems technology, bio energy systems, fluid mechanics and flow systems, including CFD and multiphase flows.…","https://www.en.aau.dk/education/master/sustainable-energy-engineering/fluids-and-process-systems","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/fluids-and-process-systems-sustainable-energy","","","","","2026-08-02"
"danish-national-academy-of-music:esbjerg:folk-musician","Folk Musician","master","master","Danish National Academy of Music","Esbjerg","","2 years","design-architecture-arts | education-learning","The folk music programme at SDMK is the only one of its kind in Denmark. Rooted in Danish and Nordic music traditions, the programme includes teaching in both traditional and new folk music.…","https://www.sdmk.dk/en/studies/study-programmes/folk-musician","https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/folk-musician","","","","","2026-08-02"
"university-of-copenhagen-ucph:frederiksberg-campus:food-innovation-and-health","Food Innovation and Health","master","master","University of Copenhagen (UCPH)","Frederiksberg / Copenhagen","","2 years","business-management | health-life-science | society-politics","Description Our consumption of food has changed. Today, more and more of our meals are already partially or fully prepared before we even enter the kitchen. At the same time, obesity and malnourishment are growing problems in society.…","https://www.ku.dk/studies/masters/food-innovation-and-health","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/food-innovation-and-health","","","","","2026-08-02"
"university-of-copenhagen-ucph:frederiksberg-campus:food-science-and-technology","Food Science and Technology","master","master","University of Copenhagen (UCPH)","Frederiksberg / Copenhagen","","2 years","engineering-technology | health-life-science | natural-science","Description In the two-year Food Science and Technology programme you will learn about the challenges associated with food production, food safety, food quality and health.…","http://studies.ku.dk/masters/food-science-and-technology/","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/food-science-and-technology","","","","","2026-08-02"
"university-of-copenhagen-ucph:south-campus:forest-and-nature-management","Forest and Nature Management","master","master","University of Copenhagen (UCPH)","South Campus","","2 years","business-management | natural-science | sustainability-climate","Description Forests are important for the well-being of the entire earth - animals, plants, humans, the climate and the environment all depend on them.…","https://www.ku.dk/studies/masters/forest-and-nature-management","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/south-campus/forest-and-nature-management","","","","","2026-08-02"
"aalborg-university-aau:aalborg:fuel-cells-and-hydrogen-technology-specialisation","Fuel Cells and Hydrogen Technology, Specialisation of Energy Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology","Description During the MSc programme in Fuel Cells and Hydrogen Technology (HYTEC), you will study energy systems based on hydrogen and fuel cell technology.The programme covers production of hydrogen, application of hydrogen in fuel cells…","https://www.en.aau.dk/education/master/energy-engineering/fuel-cells-and-hydrogen-technology","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/fuel-cells-and-hydrogen-technology-specialisation","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:furniture-design","Furniture Design","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","business-management | engineering-technology | design-architecture-arts | natural-science | sustainability-climate | society-politics","Description The programme looks at furniture, spaces, materials and industrial product design through a critical lens, with a specific focus on social-, economic - and environmental sustainability.…","https://royaldanishacademy.com/programme/furniture-design","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/furniture-design","","","","","2026-08-02"
"it-university-of-copenhagen-itu:kobenhavn:games","Games","master","master","IT University of Copenhagen (ITU)","Kobenhavn","","2 years","it-data | society-politics","Description The MSc in Games deals with computer games both on a theoretical and a practical level. You will study the cultural significance of computer games, how to contribute to the development of a computer game and how to adapt the…","http://itu.dk/en/Uddannelser/Study-Programmes/MSc-in-Games","https://studyindenmark.dk/portal/it-university-of-copenhagen-itu/kobenhavn/games","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:general-management-and-analytics-msc","General Management and Analytics (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management","Description By combining business economics with decision-driven analytics, you will learn to enable informed decision-making for complex business problems.…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-economics-and-business-administration-general-management-and","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/general-management-and-analytics-msc","","","","","2026-08-02"
"the-royal-academy-of-music-aarhus-aalborg:aarhus-departement:general-music-teacher-am","General Music Teacher (AM)","master","master","Royal Academy of Music Aarhus/Aalborg","Aarhus Departement","","2 years","design-architecture-arts | education-learning","The General Music Teacher (AM) programme is the broadest music teacher education offered at the Academy. Right from the start, the programme focuses on developing both teaching skills and the students main instrument performance skills.…","https://musikkons.dk/en/programmes/jazz-pop/am-general-music-teacher/","https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/general-music-teacher-am","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:geography-and-geoinformatics","Geography and Geoinformatics","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","other","Description An MSc in Geography and Geoinformatics gives you the opportunity to focus your efforts within a specialised field of geography.…","https://www.ku.dk/studies/masters/geography-and-geoinformatics","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/geography-and-geoinformatics","","","","","2026-08-02"
"aalborg-university-aau:aalborg:geography-msc","Geography, MSc","master","master","Aalborg University (AAU)","Aalborg","","2 years","it-data | design-architecture-arts","Description Geography at Aalborg University is aimed at analyzing the spatial extent of natural resources and the processes that shape and change the landscape.…","http://www.en.aau.dk/education/master/geography","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/geography-msc","","","","","2026-08-02"
"aarhus-university-au:aarhus:geology","Geology","master","master","Aarhus University (AU)","Aarhus","","2 years","natural-science","The MSc in Geology at Aarhus University is a flexible, research-centred programme that encourages students to explore their own interests both in the lab and in the field.…","https://masters.au.dk/geology","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/geology","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:geology-geoscience","Geology-Geoscience","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","natural-science","Description Geology is the science of the origins, composition and evolution of the Earth over 5 billion years, and the processes that change the Earth and form the foundation for our existence As a graduate student in geology and…","https://www.ku.dk/studies/masters/geology-geoscience","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/geology-geoscience","","","","","2026-08-02"
"aarhus-university-au:aarhus:geophysics","Geophysics","master","master","Aarhus University (AU)","Aarhus","","2 years","education-learning","education combines classic research with practical experiments and allows the students to choose their own specific focus area. Students work with geophysical methods and measurements and geological observations.…","https://masters.au.dk/geophysics","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/geophysics","","","","","2026-08-02"
"roskilde-university-ruc:roskilde:global-and-development-studies","Global and Development Studies","master","master","Roskilde University (RUC)","Roskilde","","2 years","natural-science | society-politics | law","The programme is open for admission for students with a legal right of admission only The master's programme Global and Development Studies is a pluralistic, social science programme with elements from e.g.…","https://ruc.dk/en/master/global-and-development-studies","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/global-and-development-studies","","","","","2026-08-02"
"aalborg-university-aau:aalborg:global-china-studies-elective-study-profile-of","Global China Studies, Elective study profile of International Relations","master","master","Aalborg University (AAU)","Aalborg","","2 years","society-politics","Description Global China Studies is a profile of the Master of International Relations. Global China Studies will provide students with a complex understanding of the role China plays in today’s globalized world.…","https://www.en.aau.dk/education/master/international-relations#global-china-studies","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/global-china-studies-elective-study-profile-of","","","","","2026-08-02"
"university-of-copenhagen-ucph:city-campus:global-development","Global Development","master","master","University of Copenhagen (UCPH)","City Campus","","2 years","natural-science | sustainability-climate | society-politics","Description The MSc in Global Development is a research-based, cross-disciplinary Master of Science programme.Enrolled students will be part of an international and vibrant study environment at the campus for social sciences at the…","https://www.ku.dk/studies/masters/global-development","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/global-development","","","","","2026-08-02"
"aalborg-university-aau:aalborg:global-gender-studies-elective-study-profile-of","Global Gender Studies, Elective study profile of International Relations","master","master","Aalborg University (AAU)","Aalborg","","2 years","society-politics","Description Global Gender Studies is a profile of the Master of International Relations and will provide students with knowledge about and insight into the area of gender and global studies and will include discussions of specific cases and…","https://www.en.aau.dk/education/master/international-relations#global-gender-studies","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/global-gender-studies-elective-study-profile-of","","","","","2026-08-02"
"university-of-copenhagen-ucph:city-campus:global-health","Global Health","master","master","University of Copenhagen (UCPH)","City Campus","","2 years","health-life-science | natural-science | society-politics | education-learning","Description The MSc in Global Health is a research-based, cross-disciplinary Master of Science programme offered by the University of Copenhagen, as part of the research and educational activities organised by the Copenhagen School of…","https://www.ku.dk/studies/masters/global-health","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/global-health","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:global-marketing-and-consumer-culture","Global Marketing and Consumer Culture","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | society-politics | humanities-culture","Description The MSc in Global Marketing and Consumer Culture enables students to understand the relationships between marketing and culture, as a foundation for adjusting to cultural differences and responding to contemporary challenges and…","https://www.sdu.dk/en/uddannelse/kandidat/candmercmarkgloculod","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/global-marketing-and-consumer-culture","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:graphic-communication-design","Graphic Communication Design","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","it-data | design-architecture-arts | society-politics | communication-media","Description The program provides a broad understanding of visual communication within analogue and digital media. It does this by preparing you to take a leading role in addressing and affecting changes in contemporary society by…","https://royaldanishacademy.com/programme/graphic-communication-design","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/graphic-communication-design","","","","","2026-08-02"
"via-university-college:campus-viborg:graphic-storytelling","Graphic Storytelling","bachelor","bachelor","VIA University College","Campus Viborg","240","4 years","it-data | design-architecture-arts | communication-media","Learn to tell visual stories! Graphic Storytelling will equip you with a versatile toolbox relevant to comics and graphic novels, illustration, storyboarding, preproduction for animation and games, and more.","https://animationworkshop.via.dk/programmes-and-courses/bachelor-programmes/graphic-storytelling","https://studyindenmark.dk/portal/via-university-college/campus-viborg/graphic-storytelling","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:human-biology","Human Biology","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","natural-science","Description The MSc in Human Biology focuses on the study of the biological processes affecting human beings. The broad study of human biology combined with substantial research and experimentation work gives students a unique set of…","https://www.ku.dk/studies/masters/human-biology","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/human-biology","","","","","2026-08-02"
"university-of-copenhagen-ucph:frederiksberg-campus:human-nutrition","Human Nutrition","master","master","University of Copenhagen (UCPH)","Frederiksberg / Copenhagen","","2 years","health-life-science | society-politics","Description Diet plays a pivotal role in development of life style disease, such as obesity, type 2 diabetes and cardiovascular diseases.…","https://www.ku.dk/studies/masters/human-nutrition","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/human-nutrition","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:human-resource-management","Human Resource Management","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | society-politics","Description two-year MSc in Human Resource Management prepares students for managing the people side of organisations. In today’s knowledge intensive society, employees are what constitute the competitive advantage in many organisations –…","https://www.sdu.dk/en/uddannelse/kandidat/candmerchumanresmanod","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/human-resource-management","","","","","2026-08-02"
"aarhus-university-au:aarhus:human-security","Human Security","master","master","Aarhus University (AU)","Aarhus","","2 years","society-politics","Human Security is a unique interdisciplinary Master’s programme and the first of its kind in Europe. Over your two years of study, you will learn several approaches to human security, and you will achieve a deep understanding of conflicts…","https://masters.au.dk/humansecurity","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/human-security","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:immunology-and-inflammation","Immunology and Inflammation","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","health-life-science | natural-science","Description The MSc in Immunology and Inflammation is a theoretical and experimental Master's programme within the natural and health sciences.…","https://www.ku.dk/studies/masters/immunology-and-inflammation","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/immunology-and-inflammation","","","","","2026-08-02"
"aalborg-university-aau:aalborg:indoor-environmental-and-energy-engineering-msc-in","Indoor Environmental and Energy Engineering, MSc in Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology | natural-science | sustainability-climate","Description An engineer specialising in Indoor Environmental and Energy Engineering is responsible for creating an ideal environment for work as well as leisure: that is, an environment that considers the need for well-being and comfort of…","https://www.en.aau.dk/education/master/indoor-environmental-and-energy-engineering","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/indoor-environmental-and-energy-engineering-msc-in","","","","","2026-08-02"
"aalborg-university-aau:aalborg:industrial-design-msc-in-engineering","Industrial Design, MSc in Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 year","business-management | engineering-technology | design-architecture-arts","Get a Master’s in Industrial Design at AAU. Gain knowledge, skills and competences to execute product design in a strategic and business context.","https://www.en.aau.dk/education/master/industrial-design/","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/industrial-design-msc-in-engineering","","","","","2026-08-02"
"aalborg-university-aau:copenhagen:information-studies-msc-in-information-science","Information Studies, MSc in Information Science","master","master","Aalborg University (AAU)","Copenhagen","","2 years","design-architecture-arts | natural-science | society-politics","Description The Master’s program in Information Studies at Aalborg University focuses on the design, development, and evaluation of IT systems with a particular emphasis on the relations and interactions between people and IT systems.…","https://www.en.aau.dk/education/master/information-studies","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/information-studies-msc-in-information-science","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:innovation-and-business-development","Innovation and Business Development","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | society-politics","Career Opportunities The courses offer a unique combination of theory and practice to ensure a solid theoretical basis and tools readily employable in your first job.…","http://www.sdu.dk/en/Uddannelse/Kandidat/CandMercMgmtInnProOd","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/innovation-and-business-development","","","","","2026-08-02"
"aalborg-university-aau:sino-danish-center-beijing-china:innovation-management-specialisation-of-economics","Innovation Management, Specialisation of Economics and Business Administration","master","master","Aalborg University (AAU)","Sino Danish Center Beijing China","","2 years","business-management | society-politics","Description Innovation Management gives you knowledge and skills in innovation at community and company level. As a graduate you will be able to plan and execute development projects in both private and public organizations.…","https://www.en.aau.dk/education/master/economics-and-business-administration/innovation-management","https://studyindenmark.dk/portal/aalborg-university-aau/sino-danish-center-beijing-china/innovation-management-specialisation-of-economics","","","","","2026-08-02"
"the-royal-academy-of-music-aarhus-aalborg:aalborg-departement:innovative-choir-leading","Innovative Choir Leading","master","master","Royal Academy of Music Aarhus/Aalborg","Aalborg Departement","","2 years","other","The Innovative Choir Leading programme is focusing on contemporary forms of expression and methodology, and on developing the student’s personal and professional competences as a choir leader in regard to styles such as pop, rock, jazz,…","https://musikkons.dk/en/programmes/jazz-pop/innovative-choir-leading/innovative-choir-leading-ma/","https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aalborg-departement/innovative-choir-leading","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:instrumental-voice-bachelor","Instrumental/Voice - Bachelor","bachelor","bachelor","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","3 years","design-architecture-arts","Description The Royal Danish Academy of Music (RDAM) offers three-year Bachelor's programmes (BMus). Find RDAM's study programmes for singers and instrumentalists here .…","http://english.dkdm.dk/Studies/Admission","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/instrumental-voice-bachelor","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:instrumental-voice-master","Instrumental/Voice - Master","master","master","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","2 years","design-architecture-arts","Description The Royal Danish Academy of Music (RDAM) offers two-year Master's programmes (MMus) in which the students specialise in a particular field or instrument. Find RDAM's study programmes for singers and instrumentalists here .…","http://english.dkdm.dk/Studies/Admission","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/instrumental-voice-master","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:integrated-food-studies","Integrated Food Studies","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","health-life-science | society-politics","Description The master's programme in Integrated Food Studies will give you the possibility to study food and its many meanings in society.…","https://www.ku.dk/studies/masters/integrated-food-studies","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/integrated-food-studies","","","","","2026-08-02"
"university-of-southern-denmark-sdu:vejle:interactive-technology-engineering-bsc","Interactive Technology Engineering (BSc)","bachelor","bachelor","University of Southern Denmark (SDU)","Vejle","","3 years","it-data | engineering-technology | design-architecture-arts","Technology with the Human in Focus Interactive Technology Engineering is a bachelor’s programme that combines software engineering fundamentals with hands-on experience in designing digital products and interactive systems.…","https://direc.to/nvck","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/vejle/interactive-technology-engineering-bsc","","","","","2026-08-02"
"aarhus-university-au:aarhus:intercultural-studies","Intercultural Studies","master","master","Aarhus University (AU)","Aarhus","","2 years","business-management | humanities-culture","Cultural and language differences shape the everyday life of individuals and organisations in our increasingly interdependent and transnational world.…","https://masters.au.dk/interculturalstudies","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/intercultural-studies","","","","","2026-08-02"
"roskilde-university-ruc:roskilde:international-bachelor-in-natural-sciences","International Bachelor in Natural Sciences","bachelor","bachelor","Roskilde University (RUC)","Roskilde","","3 years","engineering-technology | health-life-science | natural-science | sustainability-climate | society-politics","Discover new knowledge across scientific disciplines and contribute to finding future solutions in areas such as the environment, health, medicine, and technology.","https://ruc.dk/en/international-bachelor-natural-sciences-int","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/international-bachelor-in-natural-sciences","","","","","2026-08-02"
"roskilde-university-ruc:roskilde:international-bachelor-in-social-sciences","International Bachelor in Social Sciences","bachelor","bachelor","Roskilde University (RUC)","Roskilde","180","3 years","natural-science | society-politics","The International Bachelor in Social Sciences offers you an international and interdisciplinary perspective on social sciences and specialisation in one or two bachelor subjects.","https://ruc.dk/en/bachelor/international-bachelor-social-sciences-int","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/international-bachelor-in-social-sciences","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:international-business-bsc","International Business (BSc)","bachelor","bachelor","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","3 years","business-management | society-politics","Description BSc in International Business gives you a broad understanding of business economics and strategy in a global context. You learn how companies analyse and adapt to the complex opportunities and risks inherent when an organisation…","https://www.cbs.dk/en/study-programmes/bachelor-programmes/bsc-international-business","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/international-business-bsc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:international-business-and-management","International Business and Management","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | society-politics","Description This programme provides you with an essential understanding of key areas such as international business strategy and managing people and organisations, giving you knowledge about advanced organizational theory and international…","http://www.sdu.dk/en/Uddannelse/Kandidat/CandMercIntBusMgmtOd","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/international-business-and-management","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:international-business-and-marketing","International Business and Marketing","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | society-politics","Description This programme provides you with an essential understanding of key areas such as international business strategy, globalisation and international marketing.…","http://www.sdu.dk/en/Uddannelse/Kandidat/CandMercIntBusMarkOd","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/international-business-and-marketing","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:international-business-and-politics-bsc","International Business and Politics (BSc)","bachelor","bachelor","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","3 years","business-management | society-politics","Description BSc in International Business and Politics teaches you how economic and political forces shape a globalising world — and how companies adjust their business strategies and working methods to meet political challenges.…","https://www.cbs.dk/en/study-programmes/bachelor-programmes/bsc-international-business-and-politics","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/international-business-and-politics-bsc","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:international-business-and-politics-msc","International Business and Politics (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management | society-politics | law","Description By understanding the international, political, economic and to some extend legal dynamics that shape the world we live in, you are able to critically analyse and understand political and business dynamics and how they influence…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-international-business-and-politics","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/international-business-and-politics-msc","","","","","2026-08-02"
"aalborg-university-aau:aalborg:international-business-specialisation-of-economics","International Business, Specialisation of Economics and Business Administration","master","master","Aalborg University (AAU)","Aalborg","","2 years","business-management | society-politics","Description The MSc programme in International Business at Aalborg University Business School (AAUBS) is a generalist MSc degree, preparing students to work in international business and management.…","https://www.en.aau.dk/education/master/economics-and-business-administration/international-business","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/international-business-specialisation-of-economics","","","","","2026-08-02"
"roskilde-university-ruc:roskilde:international-politics-and-governance","International Politics and Governance","master","master","Roskilde University (RUC)","Roskilde","","2 years","society-politics | law","The programme is open for admission for students with a legal right of admission only International Politics and Governance explores how significant parts of today's politics influence are created and implemented through systems by public,…","https://ruc.dk/en/master/international-politics-and-governance","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/international-politics-and-governance","","","","","2026-08-02"
"aalborg-university-aau:aalborg:international-relations-msc-in-social-sciences","International Relations, MSc in Social Sciences","master","master","Aalborg University (AAU)","Aalborg","","2 years","it-data | natural-science | society-politics","Description The Master´s programme in International Relations aims at providing an interdisciplinary and critical insight in studies of development and international relations from a social sciences' perspective.…","https://www.en.aau.dk/education/master/international-relations","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/international-relations-msc-in-social-sciences","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:international-security-and-law","International Security and Law","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | natural-science | society-politics | law","Description Rooted in political science and law, this programme enables the student to work in both public and private organisations that engage in areas of conflict and which for this reason need to assess the dynamics of the conflict,…","http://www.sdu.dk/en/Uddannelse/Kandidat/SecurityLaw","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/international-security-and-law","","","","","2026-08-02"
